Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Characteristics[Variant]	Term Source REF	Term Accession Number	Characteristics[Sample type]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Factor Value[Cruise]	Term Source REF	Term Accession Number	Factor Value[Station]	Term Source REF	Term Accession Number	Factor Value[Cast]	Term Source REF	Term Accession Number	Factor Value[Depth]	Unit	Term Source REF	Term Accession Number	Factor Value[Latitude]	Unit	Term Source REF	Term Accession Number	Factor Value[Longitude]	Unit	Term Source REF	Term Accession Number	Factor Value[Sample group]	Term Source REF	Term Accession Number
KG49	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KG49	KN210-04			19			56			252	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	5.9	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-41.25	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
KG50	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KG50	KN210-04			19			56			781	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	5.9	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-41.25	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
KG51	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KG51	KN210-04			19			56			1800	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	5.9	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-41.25	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
KG52	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KG52	KN210-04			19			56			2500	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	5.9	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-41.25	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
KG53	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KG53	KN210-04			19			56			3501	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	5.9	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-41.25	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
KG54	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KG54	KN210-04			19			56			4678	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	5.9	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-41.25	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
DDn521G	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	DDn521G	KN210-04			12			36			6	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-5.7	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-25.996	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
DDn508G	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	DDn508G	KN210-04			12			36			96	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-5.7	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-25.996	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
DDn730G	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	DDn730G	KN210-04			16			48			5	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	0.002	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-33.498	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
DDn727G	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	DDn727G	KN210-04			16			48			65	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	0.002	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-33.498	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
DDn910G	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	DDn910G	KN210-04			21			62			5	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	6.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-48	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
DDn904G	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	DDn904G	KN210-04			21			62			96	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	6.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-48	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG1	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG1	AE1319			4			7			1	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	55	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-48.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG2	AE1319			4			7			35	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	55	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-48.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG3	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG3	AE1319			4			7			1500	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	55	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-48.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG4	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG4	AE1319			4			7			3000	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	55	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-48.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG5	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG5	AE1319			7			17			5	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	48.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-40.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG6	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG6	AE1319			7			17			40	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	48.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-40.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG7	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG7	AE1319			7			17			1500	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	48.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-40.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG8	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG8	AE1319			7			17			3000	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	48.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-40.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG9	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG9	AE1319			11			31			5	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	41	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-49.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG10	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG10	AE1319			11			31			55	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	41	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-49.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG11	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG11	AE1319			11			31			350	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	41	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-49.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG12	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG12	AE1319			11			31			1500	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	41	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-49.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG13	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG13	AE1319			11			31			3000	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	41	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-49.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG14	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG14	AE1319			11			31			3000	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	41	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-49.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG15	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG15	AE1319			15			43			5	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	32.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-60	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG16	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG16	AE1319			15			43			70	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	32.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-60	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG17	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG17	AE1319			15			43			315	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	32.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-60	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG18	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG18	AE1319			15			43			800	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	32.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-60	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG19	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG19	AE1319			15			43			1500	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	32.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-60	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
AG20	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	endometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	AG20	AE1319			15			43			3000	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	32.98	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-60	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	GFF filter		
KP1	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP1	KN210-04			2			8			5	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-38	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-45	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP2	KN210-04			2			3			42	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-38	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-45	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP3	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP3	KN210-04			2			5			80	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-38	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-45	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP4	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP4	KN210-04			2			3			220	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-38	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-45	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP5dil.2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP5dil.2	KN210-04			2			4			754	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-38	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-45	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP6dil.5	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP6dil.5	KN210-04			2			2			2502	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-38	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-45	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP7dilutedby2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP7dilutedby2	KN210-04			2			2			5110	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-38	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-45	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP8	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP8	KN210-04			7			21			5	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-22.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-33	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP9	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP9	KN210-04			7			21			130	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-22.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-33	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP10	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP10	KN210-04			7			18			250	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-22.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-33	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP11dil.5	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP11dil.5	KN210-04			7			24			753	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-22.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-33	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP12dil.2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP12dil.2	KN210-04			7			18			2500	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-22.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-33	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP13dil.5	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP13dil.5	KN210-04			7			18			4512	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-22.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-33	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP14	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP14	KN210-04			15			46			5	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-2.7	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-28.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP15	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP15	KN210-04			15			46			63	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-2.7	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-28.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP16	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP16	KN210-04			15			47			250	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-2.7	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-28.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP17dil.2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP17dil.2	KN210-04			15			47			750	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-2.7	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-28.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP18	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP18	KN210-04			15			43			2500	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-2.7	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-28.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP19	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP19	KN210-04			15			43			5009	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-2.7	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-28.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP20	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP20	KN210-04			23			72			5	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	9.75	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-55.3	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP21	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP21	KN210-04			23			74			76	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	9.75	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-55.3	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP22	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP22	KN210-04			23			69			68	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	9.75	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-55.3	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP23	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP23	KN210-04			23			69			251	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	9.75	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-55.3	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP24	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP24	KN210-04			23			74			248	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	9.75	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-55.3	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP25dil.5	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP25dil.5	KN210-04			23			69			562	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	9.75	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-55.3	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP26dil.2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP26dil.2	KN210-04			23			71			930	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	9.75	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-55.3	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP27dil.2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP27dil.2	KN210-04			23			71			2500	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	9.75	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-55.3	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP28dil.2	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP28dil.2	KN210-04			23			71			3770	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	9.75	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-55.3	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP29	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP29	KN210-04			5			16			4	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-28.25	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-38.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP30	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP30	KN210-04			5			13			6	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-28.25	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-38.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP31	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP31	KN210-04			5			16			105	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-28.25	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-38.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP32	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP32	KN210-04			5			15			105	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-28.25	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-38.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP34	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP34	KN210-04			5			13			248	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-28.25	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-38.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
KP39	sea water	ENVO	http://purl.obolibrary.org/obo/ENVO_00002149	exometabolome						experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	KP39	KN210-04			9			30			5	meter	UO	http://purl.obolibrary.org/obo/UO_0000008	-13.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	-27.5	degree	UO	http://purl.obolibrary.org/obo/UO_0000185	PPL extract		
